1718283902028,-0.91937345,-0.17238252,9.885958,0.07490141,-0.06950851,-0.0031292143, -0.81668144,0.11804934,9.7718725,2061.0
1718283902028,-0.5434838,0.19632454,9.466972,0.07490141,-0.06950851,-0.0031292143, -0.81668144,0.11804934,9.7718725,2061.0
1718283902051,-0.62488663,0.07182605,10.022428,-0.04600611,0.047670584,-0.0100534335, -0.81668144,0.11804934,9.7718725,2061.0
1718283902066,-0.46686932,0.31603462,9.574712,0.040280312,0.014647386,-9.986854E-4, -0.8013529,0.11591166,9.773167,2061.0
1718283902091,-0.6967127,-0.023942016,9.823709,-0.025233451,-0.018375812,0.0059255334, -0.79821426,0.119642064,9.773378,2061.0
1718283902100,-0.7302315,0.16519992,9.610625,-0.0012650015,0.0055926386,0.008056062, -0.78951484,0.11629584,9.774126,2061.0
1718283902134,-0.82599956,0.021547815,9.605837,0.011518172,-0.0029294773,-0.0052597434, -0.7867739,0.117372416,9.774334,2061.0
1718283902139,-0.59615624,0.079008654,9.833285,-0.020439763,0.0034621095,0.0043276367, -0.7853982,0.11729205,9.774446,2061.0
1718283902172,-0.6943185,0.17956513,9.543588,0.018975023,-0.016777916,-0.0031292143, -0.7827199,0.114996955,9.774688,2061.0
1718283902179,-0.62249243,0.10534488,9.826103,-0.012450279,0.016245283,0.0037950047, -0.7772604,0.11751179,9.775093,2061.0
1718283902211,-0.56982,0.22026655,9.59626,0.008322379,-0.023169503,-0.0020639498, -0.7754218,0.11590458,9.775258,2061.0
1718283902221,-0.7541735,0.04070143,9.756671,-0.0033955304,0.008255799,-4.660532E-4, -0.76569575,0.11992055,9.775976,2061.0
1718283902254,-0.5722142,0.079008654,9.701605,-0.0055260593,0.0061252704,0.0016644758, -0.76150864,0.12009282,9.776301,2061.0
1718283902260,-0.770933,0.04070143,9.682451,0.0013981597,-0.011984225,-0.002596582, -0.75896513,0.119473316,9.776507,2061.0
1718283902292,-0.6584055,0.11971009,9.718364,-0.0060586915,0.01571265,0.0032623725, -0.7552382,0.116665654,9.77683,2061.0
1718283902299,-0.6512229,0.17956513,9.639356,0.009387643,-0.01571265,-9.986854E-4, -0.7558538,0.11510832,9.7768,2061.0
1718283902333,-0.6703765,0.14844051,9.701605,-0.007656588,0.0055926386,0.002197108, -0.75261396,0.1157062,9.777043,2061.0
1718283902340,-0.60094464,0.16280572,9.653721,0.0077897464,-0.004527374,6.657903E-5, -0.7513481,0.11555821,9.777142,2061.0
1718283902372,-0.7110779,0.031124622,9.694422,-0.007123956,0.0039947415,5.9921126E-4, -0.7482448,0.117192335,9.77736,2061.0
1718283902379,-0.6344634,0.05746084,9.730335,0.0029960563,-0.0018642128,-9.986854E-4, -0.7460912,0.11624717,9.777536,2061.0
1718283902412,-0.6703765,0.06464344,9.701605,-0.002330266,-0.006657903,-0.0020639498, -0.7424038,0.11513055,9.77783,2061.0
1718283902420,-0.6488287,0.15322891,9.739912,-0.0028628982,0.0077231675,0.0016644758, -0.7374141,0.11039764,9.778262,2061.0
1718283902452,-0.6703765,0.17477672,9.651326,0.004593953,-2.663161E-4,0.0011318435, -0.7346877,0.10830167,9.778491,2061.0
1718283902459,-0.6991069,0.16519992,9.696816,-0.007656588,0.0013315806,0.002197108, -0.7323656,0.10923295,9.778655,2061.0
1718283902492,-0.6679823,0.14844051,9.639356,0.0061918497,-0.0013315806,0.0011318435, -0.73073626,0.110608675,9.778762,2061.0
1718283902500,-0.7493851,0.038307227,9.754277,-0.008189221,-0.0018642128,-4.660532E-4, -0.7298283,0.11294131,9.778803,2061.0
1718283902532,-0.6440403,0.06943185,9.694422,0.0019307919,0.0039947415,6.657903E-5, -0.7283504,0.112458974,9.778918,2061.0
1718283902540,-0.58657944,0.06943185,9.677663,-0.002330266,-7.9894834E-4,-9.986854E-4, -0.7275916,0.111493334,9.778986,2061.0
1718283902572,-0.5770026,0.12449849,9.703999,-0.0017976337,-0.0077231675,-0.0015313176, -0.7238606,0.10895875,9.779291,2061.0
1718283902579,-0.6727707,0.17477672,9.660903,0.0019307919,0.0055926386,0.0016644758, -0.7151283,0.106722794,9.779959,2061.0
1718283902612,-0.6823475,0.1364695,9.701605,-0.0028628982,-0.0013315806,0.0016644758, -0.70971346,0.1077291,9.780342,2061.0
1718283902620,-0.7110779,0.110133275,9.68724,-0.0012650015,-2.663161E-4,0.0011318435, -0.7074731,0.109064534,9.780489,2061.0
1718283902652,-0.7398083,0.08619126,9.682451,-7.323693E-4,0.005060006,-9.986854E-4, -0.7072246,0.109889306,9.7804985,2061.0
1718283902659,-0.6847417,0.06943185,9.711182,-0.0017976337,-0.0039947415,-4.660532E-4, -0.7078539,0.10957986,9.780457,2061.0
1718283902693,-0.6823475,0.076614454,9.684845,-0.0028628982,-7.9894834E-4,-4.660532E-4, -0.70742303,0.10889851,9.780495,2061.0
1718283902700,-0.61291564,0.110133275,9.727941,3.3289514E-4,-0.0018642128,-4.660532E-4, -0.7073427,0.10782124,9.780513,2061.0
1718283902732,-0.59615624,0.1412579,9.653721,-1.9973709E-4,-0.006657903,-4.660532E-4, -0.7063284,0.10720904,9.780593,2061.0
1718283902739,-0.641646,0.1412579,9.684845,-7.323693E-4,0.0013315806,6.657903E-5, -0.70241565,0.10770703,9.7808695,2061.0
1718283902772,-0.6919243,0.10055647,9.694422,0.0013981597,0.002396845,0.002197108, -0.69825727,0.109091185,9.781152,2061.0
1718283902779,-0.7182605,0.10055647,9.665691,-0.0028628982,0.002396845,5.9921126E-4, -0.6962456,0.11064764,9.781278,2061.0
1718283902812,-0.7086837,0.05746084,9.720758,0.0013981597,0.0029294773,6.657903E-5, -0.69667727,0.1103332,9.78125,2061.0
1718283902821,-0.6871359,0.06464344,9.677663,-0.0012650015,-0.004527374,-4.660532E-4, -0.6966496,0.108804315,9.78127,2061.0
1718283902852,-0.6703765,0.074220255,9.718364,-0.0012650015,0.0018642128,6.657903E-5, -0.6966496,0.108804315,9.78127,2061.0
1718283902860,-0.61770403,0.12689269,9.703999,8.6552737E-4,-0.0018642128,5.9921126E-4, -0.6967881,0.10744251,9.781275,2061.0
1718283902892,-0.5770026,0.19632454,9.675268,-0.0028628982,-0.0055926386,5.9921126E-4, -0.69586545,0.10675475,9.781348,2061.0
1718283902900,-0.62488663,0.15322891,9.708787,0.002463424,-0.0013315806,0.0011318435, -0.6930538,0.10697927,9.781545,2061.0
1718283902932,-0.6991069,0.10295067,9.67048,-0.0033955304,0.004527374,0.0011318435, -0.6877431,0.11088419,9.781876,2061.0
1718283902940,-0.7493851,0.062249243,9.713575,-0.0012650015,0.002396845,-4.660532E-4, -0.6862526,0.11231585,9.781964,2061.0
1718283902972,-0.7230489,0.033518825,9.684845,-0.002330266,0.0029294773,6.657903E-5, -0.68693656,0.111922756,9.781921,2061.0
1718283902981,-0.6823475,0.079008654,9.689633,-0.0017976337,-0.004527374,5.9921126E-4, -0.6891967,0.109925866,9.781785,2061.0
1718283903013,-0.6368576,0.1340753,9.701605,8.6552737E-4,-0.0029294773,-4.660532E-4, -0.6900403,0.107145496,9.781756,2061.0
1718283903019,-0.050278235,1.5298948,10.321703,-1.9973709E-4,-0.0029294773,6.657903E-5, -0.6897404,0.1066665,9.781782,2061.0
1718283903052,-1.3790601,1.6879122,9.428665,0.014181333,-0.008788432,0.002197108, -0.6881203,0.10715444,9.781891,2061.0
1718283903060,-0.6679823,1.412579,9.383176,0.07170562,0.057257965,-0.0015313176, -0.65731454,0.19976725,9.782557,2061.0
1718283903092,-0.46926352,1.8124107,9.435848,-0.025233451,0.013582122,0.043742422, -0.6737966,0.30771413,9.778635,2061.0
1718283903100,0.12210429,-0.9768343,7.0296755,0.055726647,-0.08655274,0.019773971, -0.67506903,0.3736041,9.776251,2061.0
1718283903132,-0.8714894,0.021547815,9.373599,-0.06358297,0.18722023,-0.004194479, -0.66003454,0.48258176,9.772505,2061.0
1718283903140,-0.31124622,-2.4612393,10.328885,0.107391976,0.006657903,0.030959249, -0.7090504,0.45754656,9.770275,2061.0
1718283903172,-1.0319009,-0.04309563,10.345645,0.038682416,-0.09347696,-0.03561978, -0.71900666,0.4322933,9.770698,2061.0
1718283903180,-0.8643068,-0.46686932,9.809343,-0.092877746,0.09614012,-0.0260324, -0.72692335,0.45632726,9.769019,2061.0
1718283903212,-0.32321724,-1.99437,8.312967,0.16970995,0.022104237,0.052264538, -0.7448401,0.44492304,9.768196,2061.0
